,umich_user_id,answer_count,average_answer_length,total_votes_given_answers,total_votes_received_answers,question_count,average_question_length,total_votes_given_questions,total_votes_received_questions,total_questions_following,country_cd_US,is_female,bachelor_obtained,white,completed
143,a3ae1f258e3109f5a39342533e1d1704d8afb199,1.0,590.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,1,1,0,0,1
144,95b4ca4764b8d4eaa0a8fc41c431a0cc407bf079,3.0,491.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,1,1,1,1,0
145,d03ebcd5433e1f2464536c9b67a710d83885987e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0
146,f20f23a9a9176aaad0e6bde712eb767f3e8759ec,5.0,476.2,5.0,0.0,0.0,476.2,0.0,0.0,0.0,0,1,1,0,0
147,d9f9091dfaff7e964fec15659ebc80534fdf58f7,2.0,1127.5,0.0,0.0,0.0,1127.5,0.0,0.0,0.0,0,1,1,0,0
148,76804a625d62718a78c825ee7904cb0e9f2e4304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
149,fd3482c60d4ae0fd9f3bc500f8ab56fbcf42a6a2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0
150,f2b5eef7d5912f8ad3c4cee68c979a262cb252b3,7.0,421.7142857142857,3.0,0.0,0.0,421.7142857142857,0.0,3.0,0.0,1,0,0,1,0
151,cae2656b5f1174d10dc5b09494651d93511127db,10.0,316.2,0.0,0.0,0.0,316.2,0.0,0.0,0.0,1,1,0,1,1
152,0884c670a5564e10524689beb523134f6f3db852,19.0,426.6842105263158,0.0,6.0,1.0,426.6842105263158,0.0,0.0,1.0,1,1,1,0,1
153,8bf38b6e1b5bfb604d97b04e975c6c325065cd27,2.0,502.0,1.0,0.0,0.0,502.0,0.0,2.0,0.0,1,1,1,0,1
154,af11b6e2cfe6ccc4a2faa9a5c9f550dc154d6fa6,1.0,213.0,0.0,1.0,0.0,213.0,0.0,0.0,0.0,1,0,1,0,1
155,1ffdebb8ad03d6292a3866169e654378d13fea78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1
156,20ccfd60ea242decab4066393dbf57f15e251aff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0
157,68a4d86afa90b3ca49eecb2f53abdf81a6364694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
158,a2cbe26ff7a19dbacd2054c6778e5e144736f37c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
159,95173939861fed4db4e4f038e6cb956c4c8f9fbe,19.0,431.63157894736844,0.0,0.0,0.0,431.63157894736844,0.0,0.0,0.0,1,1,0,0,1
160,6c29ad7cf777c0d2456c2e6f1a3b5c39b1976f1d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0
161,ec9f8df42af948ae17e8cec78c00eb48abc5c3e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
